sample_id,score,minority_pixels,minority_buildings,background_pixels,no_damage_pixels,minor_damage_pixels,major_damage_pixels,destroyed_pixels,background_buildings,no_damage_buildings,minor_damage_buildings,major_damage_buildings,destroyed_buildings,pre_image,post_image,pre_label,post_label
woolsey-fire_00000311,71.478,956,13,1042742,1046,956,0,3832,0,7,13,0,12,data/tier3/train/images/woolsey-fire_00000311_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000311_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000311_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000311_post_disaster.json
nepal-flooding_00000416,71.4714,16018,15,1003176,29382,8330,7688,0,0,45,10,5,0,data/tier3/train/images/nepal-flooding_00000416_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000416_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000416_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000416_post_disaster.json
nepal-flooding_00000544,71.33370000000001,13293,16,1032587,2696,6729,6564,0,0,8,9,7,0,data/tier3/train/images/nepal-flooding_00000544_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000544_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000544_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000544_post_disaster.json
nepal-flooding_00000067,70.9479,13559,17,1033927,0,4401,9158,1090,0,0,7,10,2,data/tier3/train/images/nepal-flooding_00000067_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000067_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000067_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000067_post_disaster.json
nepal-flooding_00000027,70.0821,7285,18,1025450,15677,1983,5302,164,0,66,6,12,3,data/tier3/train/images/nepal-flooding_00000027_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000027_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000027_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000027_post_disaster.json
nepal-flooding_00000302,69.86309999999999,3859,14,1044717,0,3527,332,0,0,0,13,1,0,data/tier3/train/images/nepal-flooding_00000302_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000302_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000302_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000302_post_disaster.json
nepal-flooding_00000281,69.0097,5037,19,1043539,0,2493,2544,0,0,0,5,14,0,data/tier3/train/images/nepal-flooding_00000281_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000281_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000281_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000281_post_disaster.json
nepal-flooding_00000211,68.8775,4833,17,1032246,11497,2138,2695,0,0,47,8,9,0,data/tier3/train/images/nepal-flooding_00000211_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000211_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000211_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000211_post_disaster.json
nepal-flooding_00000104,68.7485,4919,16,1028823,14612,1364,3555,222,0,60,9,7,2,data/tier3/train/images/nepal-flooding_00000104_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000104_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000104_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000104_post_disaster.json
nepal-flooding_00000445,68.2637,2773,15,1045803,0,2159,614,0,0,0,11,4,0,data/tier3/train/images/nepal-flooding_00000445_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000445_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000445_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000445_post_disaster.json
nepal-flooding_00000292,68.2585,6517,13,1019854,22205,6517,0,0,0,32,13,0,0,data/tier3/train/images/nepal-flooding_00000292_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000292_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000292_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000292_post_disaster.json
nepal-flooding_00000390,67.495,3664,16,1022122,22790,1979,1685,0,0,112,9,7,0,data/tier3/train/images/nepal-flooding_00000390_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000390_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000390_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000390_post_disaster.json
nepal-flooding_00000074,67.3358,6762,13,1007763,33976,6536,226,75,0,107,12,1,2,data/tier3/train/images/nepal-flooding_00000074_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000074_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000074_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000074_post_disaster.json
nepal-flooding_00000359,66.9062,2228,18,1020536,25812,1189,1039,0,0,157,6,12,0,data/tier3/train/images/nepal-flooding_00000359_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000359_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000359_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000359_post_disaster.json
nepal-flooding_00000214,66.4288,8772,15,997095,42709,3986,4786,0,0,103,9,6,0,data/tier3/train/images/nepal-flooding_00000214_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000214_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000214_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000214_post_disaster.json
nepal-flooding_00000213,66.2945,2589,13,1014996,30991,2589,0,0,0,110,13,0,0,data/tier3/train/images/nepal-flooding_00000213_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000213_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000213_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000213_post_disaster.json
nepal-flooding_00000207,65.8514,5746,13,1025319,17511,5638,108,0,0,74,12,1,0,data/tier3/train/images/nepal-flooding_00000207_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000207_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000207_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000207_post_disaster.json
nepal-flooding_00000514,65.6431,5349,13,994166,49061,5192,157,0,0,131,12,1,0,data/tier3/train/images/nepal-flooding_00000514_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000514_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000514_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000514_post_disaster.json
nepal-flooding_00000526,64.64540000000001,3726,13,1031293,13557,2638,1088,0,0,44,12,1,0,data/tier3/train/images/nepal-flooding_00000526_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000526_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000526_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000526_post_disaster.json
nepal-flooding_00000219,64.1978,2432,13,1027122,19022,2341,91,0,0,95,12,1,0,data/tier3/train/images/nepal-flooding_00000219_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000219_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000219_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000219_post_disaster.json
nepal-flooding_00000554,63.685399999999994,10238,13,954437,83901,8070,2168,0,0,141,10,3,0,data/tier3/train/images/nepal-flooding_00000554_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000554_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000554_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000554_post_disaster.json
nepal-flooding_00000404,63.221900000000005,3999,16,1040964,3411,2611,1388,202,0,20,6,10,3,data/tier3/train/images/nepal-flooding_00000404_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000404_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000404_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000404_post_disaster.json
nepal-flooding_00000190,62.9839,4959,14,1042836,654,2481,2478,127,0,2,9,5,2,data/tier3/train/images/nepal-flooding_00000190_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000190_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000190_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000190_post_disaster.json
nepal-flooding_00000525,62.8085,5617,12,914021,128938,5617,0,0,0,236,12,0,0,data/tier3/train/images/nepal-flooding_00000525_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000525_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000525_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000525_post_disaster.json
nepal-flooding_00000160,62.466499999999996,4933,12,1030052,13591,4933,0,0,0,38,12,0,0,data/tier3/train/images/nepal-flooding_00000160_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000160_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000160_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000160_post_disaster.json
nepal-flooding_00000579,61.750299999999996,6805,12,1035410,6251,6044,761,110,0,10,11,1,1,data/tier3/train/images/nepal-flooding_00000579_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000579_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000579_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000579_post_disaster.json
pinery-bushfire_00000535,61.551700000000004,1249,13,1041418,2289,885,364,3620,0,8,10,3,4,data/tier3/train/images/pinery-bushfire_00000535_pre_disaster.png,data/tier3/train/images/pinery-bushfire_00000535_post_disaster.png,data/tier3/train/labels/pinery-bushfire_00000535_pre_disaster.json,data/tier3/train/labels/pinery-bushfire_00000535_post_disaster.json
portugal-wildfire_00001739,60.7284,4360,12,1030458,7274,2102,2258,6484,0,25,4,8,30,data/tier3/train/images/portugal-wildfire_00001739_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001739_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001739_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001739_post_disaster.json
portugal-wildfire_00001572,60.4802,5662,14,1031584,6899,1408,4254,4431,0,23,4,10,17,data/tier3/train/images/portugal-wildfire_00001572_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001572_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001572_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001572_post_disaster.json
nepal-flooding_00000201,60.101299999999995,4259,12,976109,68208,4118,141,0,0,201,11,1,0,data/tier3/train/images/nepal-flooding_00000201_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000201_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000201_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000201_post_disaster.json
nepal-flooding_00000470,58.097,6194,11,992758,49624,6194,0,0,0,118,11,0,0,data/tier3/train/images/nepal-flooding_00000470_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000470_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000470_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000470_post_disaster.json
nepal-flooding_00000550,57.8895,5779,11,987604,55193,5779,0,0,0,115,11,0,0,data/tier3/train/images/nepal-flooding_00000550_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000550_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000550_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000550_post_disaster.json
nepal-flooding_00000566,57.8565,5713,11,1003472,39391,5713,0,0,0,79,11,0,0,data/tier3/train/images/nepal-flooding_00000566_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000566_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000566_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000566_post_disaster.json
nepal-flooding_00000114,57.732,4464,11,1033734,10323,4464,0,55,0,44,11,0,1,data/tier3/train/images/nepal-flooding_00000114_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000114_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000114_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000114_post_disaster.json
nepal-flooding_00000258,57.7053,3513,16,1040227,4256,757,2756,580,0,18,2,14,9,data/tier3/train/images/nepal-flooding_00000258_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000258_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000258_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000258_post_disaster.json
nepal-flooding_00000533,57.5475,5095,11,1025546,17935,5095,0,0,0,57,11,0,0,data/tier3/train/images/nepal-flooding_00000533_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000533_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000533_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000533_post_disaster.json
nepal-flooding_00000603,57.229499999999994,1613,12,1044659,2012,1228,385,292,0,10,10,2,1,data/tier3/train/images/nepal-flooding_00000603_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000603_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000603_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000603_post_disaster.json
nepal-flooding_00000499,55.2537,2473,17,1044780,1092,59,2414,231,0,9,1,16,3,data/tier3/train/images/nepal-flooding_00000499_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000499_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000499_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000499_post_disaster.json
nepal-flooding_00000065,54.8851,2103,13,1044478,1899,1271,832,96,0,13,7,6,2,data/tier3/train/images/nepal-flooding_00000065_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000065_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000065_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000065_post_disaster.json
nepal-flooding_00000223,54.165400000000005,4628,14,1033420,10497,1385,3243,31,0,44,5,9,1,data/tier3/train/images/nepal-flooding_00000223_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000223_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000223_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000223_post_disaster.json
nepal-flooding_00000612,53.8807,9075,12,1004828,34673,5791,3284,0,0,48,7,5,0,data/tier3/train/images/nepal-flooding_00000612_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000612_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000612_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000612_post_disaster.json
nepal-flooding_00000118,53.713300000000004,2853,12,1040212,5476,1787,1066,35,0,43,8,4,1,data/tier3/train/images/nepal-flooding_00000118_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000118_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000118_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000118_post_disaster.json
nepal-flooding_00000356,52.535,3234,11,1033449,11893,2824,410,0,0,65,9,2,0,data/tier3/train/images/nepal-flooding_00000356_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000356_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000356_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000356_post_disaster.json
nepal-flooding_00000369,51.9525,1983,11,1040865,5728,1788,195,0,0,33,9,2,0,data/tier3/train/images/nepal-flooding_00000369_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000369_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000369_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000369_post_disaster.json
nepal-flooding_00000117,51.6515,3303,10,966442,78831,3303,0,0,0,170,10,0,0,data/tier3/train/images/nepal-flooding_00000117_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000117_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000117_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000117_post_disaster.json
nepal-flooding_00000491,51.304100000000005,3275,14,1002682,42619,1608,1667,0,0,179,4,10,0,data/tier3/train/images/nepal-flooding_00000491_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000491_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000491_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000491_post_disaster.json
nepal-flooding_00000083,49.8348,4410,11,1032726,11304,2559,1851,136,0,31,7,4,2,data/tier3/train/images/nepal-flooding_00000083_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000083_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000083_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000083_post_disaster.json
nepal-flooding_00000064,49.620799999999996,2818,12,1045736,0,1377,1441,22,0,0,6,6,1,data/tier3/train/images/nepal-flooding_00000064_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000064_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000064_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000064_post_disaster.json
portugal-wildfire_00001675,49.4106,2608,12,1012908,29083,641,1967,3977,0,78,3,9,13,data/tier3/train/images/portugal-wildfire_00001675_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001675_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001675_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001675_post_disaster.json
nepal-flooding_00000614,49.3088,4210,11,1042376,1559,2729,1481,431,0,6,7,4,1,data/tier3/train/images/nepal-flooding_00000614_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000614_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000614_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000614_post_disaster.json
portugal-wildfire_00001620,48.2074,7040,9,1000489,24583,477,6563,16464,0,45,1,8,34,data/tier3/train/images/portugal-wildfire_00001620_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001620_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001620_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001620_post_disaster.json
portugal-wildfire_00001579,48.0117,6867,9,922863,111991,2258,4609,6855,0,96,4,5,21,data/tier3/train/images/portugal-wildfire_00001579_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001579_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001579_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001579_post_disaster.json
nepal-flooding_00000382,47.473,4946,9,996117,47513,4946,0,0,0,140,9,0,0,data/tier3/train/images/nepal-flooding_00000382_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000382_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000382_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000382_post_disaster.json
nepal-flooding_00000565,47.2813,2701,10,1045093,782,2355,346,0,0,1,8,2,0,data/tier3/train/images/nepal-flooding_00000565_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000565_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000565_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000565_post_disaster.json
woolsey-fire_00000598,46.8805,807,4,976505,28339,692,115,42925,0,21,3,1,57,data/tier3/train/images/woolsey-fire_00000598_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000598_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000598_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000598_post_disaster.json
nepal-flooding_00000312,46.759,3518,9,1040322,4736,3518,0,0,0,23,9,0,0,data/tier3/train/images/nepal-flooding_00000312_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000312_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000312_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000312_post_disaster.json
nepal-flooding_00000585,46.4435,2887,9,1025310,20379,2887,0,0,0,64,9,0,0,data/tier3/train/images/nepal-flooding_00000585_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000585_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000585_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000585_post_disaster.json
nepal-flooding_00000335,45.9859,2719,11,1045704,153,851,1868,0,0,2,6,5,0,data/tier3/train/images/nepal-flooding_00000335_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000335_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000335_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000335_post_disaster.json
nepal-flooding_00000548,45.9545,1909,9,1014608,32059,1909,0,0,0,118,9,0,0,data/tier3/train/images/nepal-flooding_00000548_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000548_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000548_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000548_post_disaster.json
nepal-flooding_00000055,45.4009,1055,10,1040583,6851,422,633,87,0,41,7,3,2,data/tier3/train/images/nepal-flooding_00000055_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000055_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000055_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000055_post_disaster.json
nepal-flooding_00000393,45.3232,4352,11,1042036,2054,2588,1764,134,0,7,5,6,1,data/tier3/train/images/nepal-flooding_00000393_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000393_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000393_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000393_post_disaster.json
nepal-flooding_00000336,44.6532,2880,11,1040167,5428,1446,1434,101,0,21,5,6,1,data/tier3/train/images/nepal-flooding_00000336_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000336_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000336_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000336_post_disaster.json
nepal-flooding_00000048,44.3185,3637,8,1023566,20946,3637,0,427,0,56,8,0,5,data/tier3/train/images/nepal-flooding_00000048_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000048_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000048_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000048_post_disaster.json
nepal-flooding_00000029,43.827099999999994,5849,9,1018579,24148,5362,487,0,0,62,7,2,0,data/tier3/train/images/nepal-flooding_00000029_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000029_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000029_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000029_post_disaster.json
nepal-flooding_00000019,43.6055,1211,8,1046393,440,1211,0,532,0,4,8,0,6,data/tier3/train/images/nepal-flooding_00000019_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000019_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000019_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000019_post_disaster.json
nepal-flooding_00000279,43.388,3776,8,1041988,2536,3776,0,276,0,12,8,0,3,data/tier3/train/images/nepal-flooding_00000279_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000279_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000279_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000279_post_disaster.json
nepal-flooding_00000038,43.045,4090,8,1027177,17146,4090,0,163,0,71,8,0,2,data/tier3/train/images/nepal-flooding_00000038_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000038_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000038_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000038_post_disaster.json
portugal-wildfire_00001208,42.846799999999995,2018,10,1042588,3970,1207,811,0,0,9,6,4,0,data/tier3/train/images/portugal-wildfire_00001208_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001208_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001208_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001208_post_disaster.json
nepal-flooding_00000057,42.757200000000005,3720,13,1044778,0,706,3014,78,0,0,1,12,1,data/tier3/train/images/nepal-flooding_00000057_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000057_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000057_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000057_post_disaster.json
nepal-flooding_00000434,42.36,3720,8,1023918,20772,3720,0,166,0,42,8,0,1,data/tier3/train/images/nepal-flooding_00000434_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000434_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000434_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000434_post_disaster.json
nepal-flooding_00000463,42.3115,2623,8,1035380,10401,2623,0,172,0,60,8,0,2,data/tier3/train/images/nepal-flooding_00000463_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000463_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000463_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000463_post_disaster.json
nepal-flooding_00000042,42.2724,2944,9,977060,68572,1946,998,0,0,307,7,2,0,data/tier3/train/images/nepal-flooding_00000042_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000042_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000042_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000042_post_disaster.json
nepal-flooding_00000327,41.8698,2176,11,1046400,0,1085,1091,0,0,1,4,7,0,data/tier3/train/images/nepal-flooding_00000327_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000327_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000327_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000327_post_disaster.json
nepal-flooding_00000178,41.77419999999999,6788,9,990957,50831,3689,3099,0,0,120,6,3,0,data/tier3/train/images/nepal-flooding_00000178_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000178_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000178_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000178_post_disaster.json
nepal-flooding_00000128,41.0828,1714,11,1046446,0,343,1371,416,0,0,3,8,3,data/tier3/train/images/nepal-flooding_00000128_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000128_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000128_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000128_post_disaster.json
nepal-flooding_00000124,41.0811,4681,9,1040044,3851,3384,1297,0,0,11,6,3,0,data/tier3/train/images/nepal-flooding_00000124_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000124_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000124_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000124_post_disaster.json
portugal-wildfire_00001722,40.773,1546,7,1035119,10128,1546,0,1783,0,29,7,0,10,data/tier3/train/images/portugal-wildfire_00001722_pre_disaster.png,data/tier3/train/images/portugal-wildfire_00001722_post_disaster.png,data/tier3/train/labels/portugal-wildfire_00001722_pre_disaster.json,data/tier3/train/labels/portugal-wildfire_00001722_post_disaster.json
nepal-flooding_00000002,40.502,1004,8,1034570,13002,1004,0,0,0,53,8,0,0,data/tier3/train/images/nepal-flooding_00000002_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000002_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000002_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000002_post_disaster.json
woolsey-fire_00000807,40.1765,2353,5,1040763,540,2353,0,4920,0,11,5,0,28,data/tier3/train/images/woolsey-fire_00000807_pre_disaster.png,data/tier3/train/images/woolsey-fire_00000807_post_disaster.png,data/tier3/train/labels/woolsey-fire_00000807_pre_disaster.json,data/tier3/train/labels/woolsey-fire_00000807_post_disaster.json
nepal-flooding_00000536,39.7729,5631,11,1039914,2907,418,5213,124,0,9,2,9,2,data/tier3/train/images/nepal-flooding_00000536_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000536_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000536_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000536_post_disaster.json
nepal-flooding_00000088,39.770700000000005,3731,8,1012021,32824,3257,474,0,0,89,7,1,0,data/tier3/train/images/nepal-flooding_00000088_pre_disaster.png,data/tier3/train/images/nepal-flooding_00000088_post_disaster.png,data/tier3/train/labels/nepal-flooding_00000088_pre_disaster.json,data/tier3/train/labels/nepal-flooding_00000088_post_disaster.json
